出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"1110912","11108","2546","根基","建材營造","1339321","1261109","746489","6.201842981058735","79.41603962014176","7603436","6544062","16.188324621618804","單月營收差異主係因在手案量規模成長及依工程全程營運進度認列所致。"
"1110912","11108","2547","日勝生","建材營造","612376","429425","633699","42.60371426908075","-3.3648467174478736","3755897","3165991","18.63258613179886","-"
"1110912","11108","2548","華固","建材營造","238563","1229035","1388742","-80.5894055092003","-82.82164721740972","14182760","4753707","198.35158119757907","本公司截至8月底累計營收較去年同期增加，係因本期認列交屋金額較高所致。"
"1110912","11108","2601","益航","貿易百貨","529814","465054","492417","13.925264592928993","7.594579391044582","4321611","4428064","-2.4040528772845198","-"
"1110912","11108","2603","長榮","航運業","57442123","62799441","50021681","-8.530837081814152","14.83445148514701","466065436","285820396","63.06234352848633","整體運價上漲，以致收入增加"
"1110912","11108","2605","新興","航運業","313492","283538","355734","10.564368797127722","-11.874602933652673","2483507","2503971","-0.8172618612595753","-"
"1110912","11108","2606","裕民","航運業","1472657","1651326","1264382","-10.819729114663005","16.472474299697403","9930279","8483349","17.056117813849223","-"
"1110912","11108","2607","榮運","航運業","2055556","1686328","571705","21.89538452780242","259.5483684767494","12638673","4595094","175.04710458589096","為拓展業務範疇，取得子公司長榮物流公司股權，另該公司自110年12月起陸續取得海外子公司股權，致營收增加"
"1110912","11108","2609","陽明","航運業","35089619","36749405","32786329","-4.516497614043003","7.025153685244847","287990774","197785879","45.60734843967298","整體運價上漲，致營收增加。"
"1110912","11108","2611","志信","航運業","65992","66758","76054","-1.1474280236076575","-13.230073368922081","544392","478222","13.836669998452601","-"
"1110912","11108","2612","中航","航運業","390907","399538","311717","-2.1602450830709468","25.40445339843512","3016291","2208996","36.545788222341734","-"
"1110912","11108","2613","中櫃","航運業","269207","273017","275229","-1.3955174952475486","-2.1879961777283645","2156685","2014098","7.0794469782503135","-"
"1110912","11108","2615","萬海","航運業","21314901","23902539","24663059","-10.825787168467752","-13.575599036599638","200846026","131596526","52.622589748303845","運價上漲"
"1110912","11108","2616","山隆","油電燃氣業","1519762","1576509","1587744","-3.5995354292300266","-4.281672612209525","12645504","12182005","3.8047841878245823","-"
"1110912","11108","2617","台航","航運業","329693","334578","288747","-1.4600481800955234","14.1805802311366","2484615","2046294","21.42023580189357","-"
"1110912","11108","2618","長榮航","航運業","12014621","11866739","8977385","1.246189033061231","33.83207916336439","87303189","61137950","42.797049950153706","-"
"1110912","11108","2630","亞航","航運業","382673","384986","337009","-0.6008010680907877","13.549786504217987","2654530","2553639","3.9508716776333697","-"
"1110912","11108","2633","台灣高鐵","航運業","3366023","2991101","1621143","12.534581747657468","107.6327011250704","22013077","18430532","19.438098694058315","因疫情趨緩，運量逐漸回升所致。"
"1110912","11108","2634","漢翔","航運業","2555919","2740052","1792343","-6.7200549478623035","42.60211354634688","18423744","14437512","27.610241986292376","-"
